using saved target 'zoul'
../../../tools/sky/serialdump-linux -b115200 /dev/ttyUSB0
5,166,62,4912,28,142
5,164,62,4911,28,202
6,167,59,4915,37,142
5,166,65,4909,37,202
5,171,65,4979,38,142
1,169,60,4934,38,202
3,167,56,4918,39,142
11,166,66,4957,39,202
3,168,65,4909,40,142
3,166,61,4912,40,202
5,168,62,4981,41,202
5,169,58,4986,41,142
3,166,56,4918,42,202
6,166,58,4915,42,142
6,167,61,4913,43,142
9,167,63,4914,43,202
3,169,59,4982,44,202
3,173,65,4979,44,142
5,166,57,4917,45,142
5,166,58,4916,45,202
3,174,65,4981,46,142
3,170,60,4984,46,202
5,165,63,4911,47,202
5,164,57,4914,47,142
3,168,51,4923,48,202
7,169,63,4910,48,142
5,168,64,4980,49,202
6,170,59,4985,49,142
3,168,61,4912,50,142
3,167,58,4916,50,202
5,165,59,4915,51,202
5,167,57,4917,51,142
3,170,58,4986,52,142
6,169,59,4985,52,202
3,169,67,4906,53,142
3,167,64,4910,53,202
5,166,60,4914,54,142
5,164,62,4911,54,202
3,169,56,4988,55,202
5,170,60,4984,55,142
3,167,62,4912,56,142
5,166,62,4912,56,202
3,171,65,4979,57,142
3,170,67,4977,57,202
5,167,62,4912,58,142
5,165,62,4912,58,202
3,168,61,4913,59,142
3,167,58,4916,59,202
5,170,66,4978,60,142
3,169,58,4986,60,202
3,167,62,4912,61,142
5,166,57,4917,61,202
3,168,56,4917,62,202
3,169,59,4915,62,142
7,171,65,4927,63,142
7,170,65,4978,63,202
5,164,58,4915,64,202
8,167,59,4967,64,142
3,168,58,4915,65,202
5,169,62,4912,65,142
3,170,59,4985,66,142
5,168,62,4982,66,202
5,168,65,4909,67,142
3,167,58,4916,67,202
3,168,62,4912,68,142
3,167,59,4915,68,202
5,169,65,4979,69,142
5,168,67,4977,69,202
3,167,64,4910,70,202
3,168,60,4914,70,142
5,169,60,4984,71,142
5,168,62,4982,71,202
3,169,62,4912,72,142
3,167,61,4913,72,202
5,167,60,4914,73,142
3,166,59,4915,73,202
5,169,54,4990,74,202
3,170,59,4985,74,142
3,169,65,4909,75,142
3,168,64,4910,75,202
5,166,60,4913,76,142
5,165,59,4915,76,202
3,171,59,4985,77,142
3,170,60,4984,77,202
3,167,56,4918,78,142
6,166,58,4916,78,202
5,167,58,4915,79,142
5,166,61,4913,79,202
6,169,69,4975,80,202
3,170,59,4985,80,142
3,168,58,4915,81,202
3,171,64,4912,81,142
5,165,54,4917,82,142
5,169,59,4917,82,202
3,170,58,4986,83,142
3,166,55,4986,83,202
5,168,60,4914,84,142
3,169,62,4915,84,202
3,171,59,4985,85,142
5,166,56,4986,85,202
7,165,65,4909,86,202
10,166,69,4905,86,142
3,168,60,4914,87,142
6,167,56,4918,87,202
3,169,62,4982,88,202
5,170,63,4981,88,142
6,167,63,4911,89,142
5,166,61,4912,89,202
6,164,56,4917,90,202
7,166,60,4914,90,142
5,169,61,4983,91,202
3,170,58,4986,91,142
7,167,70,4904,92,142
7,165,60,4914,92,202
5,168,61,4913,93,142
5,166,66,4907,93,202
3,170,56,4987,94,202
3,171,57,4987,94,142
5,166,64,4910,95,202
5,166,66,4907,95,142
3,170,60,4984,96,142
3,169,63,4981,96,202
5,166,59,4915,97,202
3,168,57,4917,97,142
9,167,68,4906,98,142
3,166,61,4913,98,202
3,170,59,4984,99,202
3,171,60,4984,99,142
5,165,58,4916,100,202
5,166,60,4914,100,142
5,166,62,4912,101,202
3,168,57,4917,101,142
3,169,61,4983,102,202
3,170,65,4979,102,142
5,167,60,4914,103,142
5,165,62,4912,103,202
3,168,59,4915,104,142
3,167,58,4916,104,202
5,170,65,4979,105,142
3,169,61,4982,105,202
9,165,64,4910,106,202
3,167,61,4913,106,142
3,168,54,4990,107,202
5,167,63,4911,107,142
3,170,62,4915,108,202
3,171,65,4979,108,142
6,168,59,4915,109,142
5,163,59,4912,109,202
3,169,59,4985,110,202
5,170,55,4989,110,142
3,168,58,4916,111,202
3,169,64,4910,111,142
5,165,64,4910,112,202
3,167,62,4912,112,142
3,169,54,4990,113,202
5,170,62,4982,113,142
5,166,62,4912,114,202
3,167,60,4914,114,142
5,168,62,4912,115,142
3,167,56,4918,115,202
5,168,62,4982,116,202
3,170,60,4984,116,142
3,167,59,4915,117,202
5,168,60,4914,117,142
3,169,64,4910,118,142
3,167,59,4915,118,202
5,168,57,4986,119,142
5,167,63,4980,119,202
3,169,59,4915,120,142
3,168,59,4915,120,202
3,171,62,4914,121,142
3,170,59,4985,121,202
7,165,58,4916,122,202
5,166,62,4980,122,142
7,166,56,4918,123,202
3,167,57,4917,123,142
5,169,61,4983,124,142
5,168,64,4979,124,202
3,167,60,4914,125,202
3,168,57,4917,125,142
5,166,62,4912,126,202
9,168,67,4907,126,142
3,170,57,4987,127,202
3,171,62,4982,127,142
3,167,58,4916,128,142
5,165,63,4911,128,202
5,168,62,4912,129,142
3,166,60,4913,129,202
3,169,57,4987,130,202
3,170,54,4990,130,142
3,168,61,4913,131,142
5,166,67,4907,131,202
5,167,59,4914,132,142
3,168,58,4986,132,202
3,169,59,4984,133,142
12,166,65,4909,133,202
3,167,64,4910,134,202
3,168,61,4913,134,142
3,169,59,4985,135,202
5,170,61,4915,135,142
6,168,58,4983,136,142
5,166,62,4912,136,202
5,167,59,4915,137,142
3,166,58,4916,137,202
3,171,61,4983,138,142
6,171,61,4982,138,202
5,167,54,4919,139,142
5,165,59,4914,139,202
3,166,56,4918,140,202
3,168,58,4916,140,142
7,170,61,4983,141,142
9,168,68,4976,141,202
5,167,60,4914,142,142
3,166,59,4915,142,202
5,167,62,4912,143,202
3,168,61,4913,143,142
5,168,66,4978,144,142
6,168,58,4986,144,202
3,170,62,4912,145,142
1,170,57,4935,145,202
7,165,54,4972,146,202
3,166,56,4917,146,142
5,171,65,4979,147,142
3,168,64,4910,147,202
3,168,59,4915,148,142
5,166,63,4911,148,202
3,169,59,4985,149,202
5,169,60,4984,149,142
3,168,59,4915,150,202
3,169,63,4911,150,142
3,168,62,4912,151,142
3,166,62,4912,151,202
3,170,57,4987,152,142
5,169,59,4985,152,202
3,166,56,4917,153,202
5,168,62,4912,153,142
3,167,64,4910,154,142
5,165,61,4912,154,202
3,170,61,4982,155,202
3,172,62,4982,155,142
5,169,58,4934,156,142
3,166,57,4917,156,202
5,167,64,4980,157,202
8,165,62,4894,157,142
3,168,61,4912,158,202
3,173,58,5004,158,142
6,164,54,4902,159,142
5,165,57,4917,159,202
6,168,59,4985,160,202
7,170,69,4907,160,142
3,166,64,4910,161,202
5,167,60,4981,161,142
3,168,56,4917,162,142
5,166,64,4910,162,202
3,173,65,4982,163,142
3,169,57,4987,163,202
5,164,57,4914,164,142
5,165,61,4913,164,202
3,168,54,4920,165,142
3,167,59,4915,165,202
5,169,61,4983,166,142
5,168,59,4984,166,202
3,168,66,4908,167,142
6,167,61,4913,167,202
6,169,66,4911,168,202
5,167,62,4912,168,142
5,166,54,4987,169,202
3,170,61,4983,169,142
5,166,64,4910,170,202
5,168,62,4912,170,142
3,169,59,4985,171,202
7,168,60,4914,171,142
3,170,60,4984,172,142
3,166,58,4916,172,202
5,165,54,4920,173,202
5,167,65,4909,173,142
3,169,60,4984,174,202
3,170,59,4917,174,142
7,168,61,4915,175,202
7,166,63,4979,175,142
3,167,59,4915,176,142
7,163,57,4914,176,202
3,171,61,4982,177,142
3,170,66,4978,177,202
5,166,58,4916,178,142
5,166,59,4915,178,202
3,169,56,4917,179,142
3,167,59,4915,179,202
9,169,66,4978,180,142
5,167,64,4980,180,202
3,168,58,4915,181,142
3,167,60,4914,181,202
3,169,51,4926,182,202
5,168,60,4914,182,142
3,169,62,4982,183,142
9,164,60,4981,183,202
3,169,62,4912,184,142
3,168,61,4913,184,202
5,167,54,4920,185,142
3,168,57,4987,185,202
5,167,67,4907,186,202
3,170,60,4984,186,142
3,167,60,4914,187,202
5,168,59,4914,187,142
7,168,60,4984,188,202
3,170,54,4925,188,142
3,169,61,4977,189,142
3,168,55,4919,189,202
5,164,63,4911,190,202
5,166,65,4909,190,142
3,171,54,4990,191,142
3,170,61,4983,191,202
5,167,59,4915,192,142
6,166,54,4920,192,202
7,167,63,4911,193,142
5,165,64,4910,193,202
3,169,59,4985,194,202
