using saved target 'zoul'
../../../tools/sky/serialdump-linux -b115200 /dev/ttyUSB0
7,171,64,4980,194,142
3,166,59,4915,195,142
7,165,58,4916,195,202
5,167,64,4910,196,142
7,169,66,4910,196,202
3,167,63,4978,197,202
3,170,62,4982,197,142
5,167,59,4915,198,202
1,171,55,4937,198,142
7,166,63,4963,199,142
6,167,63,4981,199,202
3,168,58,4916,200,142
5,167,59,4915,200,202
5,167,61,4913,201,142
3,166,60,4914,201,202
3,170,57,4987,202,142
5,169,53,4990,202,202
5,168,68,4906,203,142
3,167,60,4914,203,202
7,166,66,4908,204,202
3,167,56,4917,204,142
3,174,61,4985,205,142
3,170,54,4990,205,202
5,165,61,4910,206,142
1,166,60,4914,206,202
7,167,63,4910,207,202
3,168,58,4916,207,142
3,169,49,4995,208,202
5,170,56,4988,208,142
9,167,65,4909,209,202
3,167,63,4911,209,142
3,169,58,4986,210,202
5,168,63,4910,210,142
3,171,58,4986,211,142
3,168,62,4912,211,202
5,166,64,4910,212,202
3,168,62,4912,212,142
5,169,58,4985,213,142
3,168,58,4986,213,202
3,169,56,4917,214,202
3,170,54,4920,214,142
7,165,58,4916,215,202
9,166,63,4911,215,142
3,170,60,4984,216,142
8,170,65,4979,216,202
3,169,60,4916,217,202
3,168,53,4920,217,142
5,167,62,4912,218,142
5,163,58,4912,218,202
3,170,65,4978,219,202
3,171,63,4980,219,142
5,166,62,4912,220,142
5,164,62,4912,220,202
3,170,54,4990,221,202
3,169,56,4918,221,142
5,165,66,4908,222,202
5,169,57,4987,222,142
3,167,56,4918,223,202
3,168,63,4911,223,142
13,168,66,4978,224,202
6,168,57,4916,224,142
5,168,66,4978,225,142
3,166,59,4915,225,202
3,171,61,4915,226,142
3,167,61,4912,226,202
5,168,62,4982,227,202
5,167,51,4990,227,142
6,170,65,4909,228,142
3,168,58,4916,228,202
5,167,59,4915,229,142
5,165,61,4913,229,202
3,171,55,4988,230,142
3,170,59,4985,230,202
3,169,56,4920,231,202
6,169,60,4914,231,142
5,162,63,4908,232,202
5,166,62,4912,232,142
3,173,64,4983,233,202
3,171,56,4988,233,142
5,168,62,4912,234,142
5,164,52,4919,234,202
3,169,62,4911,235,142
3,170,59,4985,235,202
5,165,67,4907,236,202
5,169,58,4986,236,142
6,167,52,4922,237,142
3,166,54,4919,237,202
5,169,62,4982,238,202
3,170,59,4985,238,142
3,167,66,4908,239,202
5,168,62,4912,239,142
3,166,54,4920,240,142
8,165,68,4906,240,202
5,170,64,4980,241,142
3,169,57,4987,241,202
3,168,56,4918,242,142
3,167,63,4911,242,202
5,167,59,4915,243,202
3,168,49,4924,243,142
3,168,56,4988,244,202
5,169,61,4982,244,142
3,168,64,4910,245,202
3,169,61,4913,245,142
5,167,60,4915,246,202
3,167,59,4915,246,142
5,169,57,4987,247,142
7,168,57,4985,247,202
3,167,59,4915,248,202
5,168,63,4911,248,142
7,168,61,4913,249,142
5,168,59,4985,249,202
1,169,54,4938,250,202
3,171,58,4986,250,142
7,163,59,4897,251,202
5,166,65,4909,251,142
3,170,63,4981,252,142
3,169,64,4979,252,202
5,168,61,4913,253,142
3,167,55,4919,253,202
6,167,61,4913,254,142
5,166,58,4916,254,202
5,169,66,4978,255,142
3,168,64,4980,255,202
3,169,53,4921,256,142
3,168,58,4916,256,202
7,166,62,4912,257,202
3,167,61,4913,257,142
5,169,61,4982,258,142
3,168,64,4980,258,202
5,165,61,4912,259,202
5,167,55,4919,259,142
3,170,59,4985,260,202
3,169,58,4915,260,142
3,170,61,4983,261,142
5,165,63,4910,261,202
5,168,59,4915,262,142
3,167,57,4917,262,202
7,168,60,4984,263,202
7,168,62,4912,263,142
3,167,64,4910,264,202
5,170,61,4983,264,142
3,168,59,4915,265,142
3,168,63,4911,265,202
5,169,60,4984,266,142
5,168,62,4982,266,202
3,167,58,4915,267,202
3,168,61,4913,267,142
5,168,61,4913,268,142
9,167,59,4915,268,202
6,171,61,4983,269,202
3,171,56,4988,269,142
6,166,56,4918,270,202
3,167,60,4914,270,142
5,167,63,4910,271,142
5,168,62,4982,271,202
3,167,61,4913,272,202
3,170,56,4988,272,142
5,167,59,4915,273,202
5,167,59,4915,273,142
3,169,58,4916,274,142
3,169,63,4981,274,202
5,167,64,4910,275,202
3,170,57,4986,275,142
5,168,56,4918,276,142
3,167,56,4918,276,202
3,170,58,4986,277,142
5,168,59,4985,277,202
3,167,59,4915,278,202
3,169,63,4911,278,142
5,167,60,4914,279,142
3,166,55,4919,279,202
3,170,60,4984,280,142
7,169,59,4984,280,202
5,167,59,4915,281,142
3,166,60,4914,281,202
1,168,57,4917,282,202
3,169,53,4921,282,142
7,167,58,4986,283,202
5,167,59,4985,283,142
3,167,57,4916,284,202
8,169,61,4913,284,142
5,169,59,4985,285,202
3,168,58,4915,285,142
3,166,58,4916,286,202
5,169,66,4978,286,142
5,167,61,4912,287,202
3,168,63,4910,287,142
3,169,64,4980,288,202
5,168,61,4913,288,142
3,168,56,4918,289,202
3,171,61,4983,289,142
5,165,56,4918,290,202
5,167,64,4910,290,142
5,169,63,4980,291,202
3,170,59,4985,291,142
3,168,56,4918,292,202
3,169,61,4913,292,142
5,166,64,4910,293,142
7,166,58,4916,293,202
3,170,64,4980,294,142
5,169,64,4980,294,202
3,167,64,4910,295,202
3,170,59,4918,295,142
9,164,67,4904,296,142
7,170,65,4979,297,142
1,166,41,4933,296,202
3,168,53,4921,298,142
5,167,63,4910,297,202
5,167,54,4920,299,142
5,168,61,4983,298,202
3,171,63,4981,300,142
3,168,61,4913,299,202
3,166,61,4913,300,202
7,167,60,4914,301,142
5,168,51,4993,301,202
3,167,57,4917,302,142
3,171,65,4979,303,142
3,167,61,4912,302,202
6,167,58,4916,304,142
3,168,63,4913,303,202
5,168,57,4987,305,142
10,164,56,4985,304,202
3,167,61,4912,305,202
3,168,63,4911,306,142
5,167,61,4913,307,142
5,165,64,4910,306,202
3,170,56,4988,308,142
3,169,62,4982,307,202
5,167,64,4910,309,142
5,166,59,4915,308,202
3,169,63,4911,310,142
6,170,58,4986,309,202
5,168,59,4985,311,142
7,166,62,4912,310,202
6,168,64,4910,312,142
5,166,56,4918,311,202
9,166,61,4913,313,142
3,167,61,4983,312,202
3,168,60,4914,313,202
3,171,58,4985,314,142
5,166,59,4915,315,142
5,165,58,4916,314,202
3,170,60,4983,315,202
3,171,61,4983,316,142
5,166,61,4912,316,202
3,167,57,4917,317,142
5,168,61,4912,318,142
3,167,58,4916,317,202
10,167,64,4980,318,202
7,168,61,4982,319,142
6,167,60,4914,319,202
5,168,63,4911,320,142
5,169,61,4983,320,202
3,168,60,4914,321,142
3,170,56,4988,322,142
3,167,59,4915,321,202
1,169,57,4935,322,202
5,169,66,4908,323,142
5,166,61,4912,324,142
10,166,64,4961,323,202
7,171,67,4977,325,142
3,167,61,4912,324,202
9,168,67,4907,325,202
3,168,60,4913,326,142
5,167,61,4913,327,142
3,172,56,4988,328,142
1,168,36,4938,326,202
3,167,61,4913,329,142
5,165,62,4912,327,202
3,170,62,4982,328,202
5,171,61,4983,330,142
3,168,56,4918,331,142
5,166,57,4917,329,202
3,167,54,4920,330,202
